description;genre;rating
В волшебном королевстве грандиозный праздник: Рапунцель идет под венец! Все затаив дыхание ждут торжественной минуты. Но свадебная церемония грозит обернуться катастрофой: конь Максимус и хамелеон Паскаль теряют подвенечные кольца. У них остается всего несколько минут, чтобы найти пропажу.;мультфильм,короткометражка,комедия,семейный,приключения;7.9
Зои и Бэн пытаются найти тех, кто заставил их принять участие в том садистском испытании, но вместе с другими четырьмя победителями смертельно опасных квестов вновь оказываются в игре. Прежние задания покажутся им сущими пустяками по сравнению с тем, что их поджидает на этот раз: игра стала еще опаснее и безжалостнее, а шансы на выживание стремятся к нулю.;ужасы,боевик;6.2
Блестящая и трагическая судьба французской королевы Марии-Антуанетты будет всегда изумлять и ужасать потомков. Беззаботное детство в семье отца, императора Австрии. Ранний брак в 15 лет - и с кем! - с наследником самого Людовика XV! Вступление на французский трон в 19 и полная бесконечных развлечений молодость среди роскоши Версаля. И, наконец, внезапная, ужасная смерть на гильотине под улюлюканье парижской черни. Историки говорят, что Мария-Антуанетта поплатилась головой за то, что ненавидела и не понимала простой народ. Но тогда придется признать, что эта остроумная и незаурядная женщина была примитивной стервой! У авторов данного фильма есть другая версия, которая призвана пролить свет на все темные места биографии самой знаменитой королевы в истории Франции...;драма,мелодрама,биография,история;6.8
Четыре студентки, лучшие подруги ещё со школьной скамьи, теперь живут в скучном общежитии и жаждут приключений. Впереди весенние каникулы, и очень хочется провести их весело и незабываемо. Девчонки решают подзаработать денег, чтобы хватило оторваться по полной. ;криминал,драма;5.0
После долгих лет борьбы со злодеями Кларк Кент и его возлюбленная Лоис Лейн решают остепениться и пожить обычной жизнью. Однако, обзаведясь детьми, герои понимают, что быть молодыми работающими родителями — не так просто.;фантастика,боевик,драма,мелодрама,приключения;7.7
Их бросили в пекло после 11 сентября, когда мир раскололся на «до» и «после». Именно им предстояло на передовой бороться с врагом, не знающим пощады. На чужой земле преимущество у всадников – этому их научили нежданные союзники. Вместе они попытаются удержать мир от погружения в хаос.;боевик,драма,военный,история;6.3
Злой волшебник Аку закинул великого воина древности самурая по имени Джек в далёкое будущее. Дисциплина и верность кодексу самурая делают Джека героем жителей нового времени. К тому же он единственный воин, который может предотвратить порабощение мира злодеем Аку.;мультфильм,фантастика,фэнтези,боевик,триллер,драма,приключения;8.1
Киллер из Нового Орлеана объединяется с молодым полицейским, расследуя дело, которое выводит их с мрачных задворок Нового Орлеана в светлые коридоры правительственных зданий в Вашингтоне. Необычный дуэт формируется в результате двух жестоких убийств. Герои убирают всех, кто стоит у них на пути, и готовы пожертвовать всем, чтобы отомстить.;боевик,триллер,криминал;6.1
Сериал расскажет о кузине Супермена и ее собственной супергеройской карьере.;фантастика,боевик,драма,приключения;5.8
Ларри Флинт - герой семидесятых, эпохи сексуальной революции, наркотиков и культурных катаклизмов. Он видел - людям нужно нечто большее, чем ТВ и пикники по уик-эндам. Им нужны зрелища.;драма,биография;7.6
События разворачиваются в небольшом городке в пригороде Нового Орлеана. С тех пор, как японцы изобрели синтетическую кровь “True Blood”, у вампиров отпала необходимость убивать простых смертных. Два года назад вампиры покинули свои гробы и официально заявили о своих правах. Но как водится, не все люди оказались готовы к этому, и не все вампиры были рады отказаться от привычного лакомства. Сьюки Стэкхауз - обычная официантка из пригородного кафе, наделенная способностью читать мысли окружающих, знакомится с «хорошим» вампиром Биллом Комтоном. И сразу приобретает много врагов из «плохих парней».;фэнтези,триллер,драма,мелодрама,детектив;7.7
Молодой инструктор по дайвингу Джаред живёт со своей подругой Самантой. Однажды к ним в гости приезжают Брайс и Аманда. Заплыв на глубину, приятели натыкаются на затонувший самолёт, полный аккуратно упакованных мешочков с кокаином.;боевик,триллер,криминал,приключения;6.9
История начинается с операции элитного подразделения из управления по борьбе с наркотиками, нагрянувшего на явочную квартиру наркокартеля. Команда решает скрыть от начальства, что в результате налёта они обогатились на миллионы долларов, но вскоре хранить тайну становится всё сложнее: кто-то по одному убирает всех участвовавших в операции.;боевик,триллер,драма,криминал;5.7
Что может омрачить развеселый и безбашенный девичник в Майами? Наверное, только нелепая смерть стриптизера. Теперь подружкам предстоит выпутаться из дурацкой истории и как-то замести следы, пока они не попали в руки к копам.;комедия;5.7
Фильм сфокусируется на человеке, супруга которого становится жертвой жестокого преступления, и он внедряется в тайную организацию мстителей.;боевик,триллер,драма,детектив;6.6
История о парне, терпевшем неудачу за неудачей на любовном фронте и в результате женившемся на идеальной, вроде бы, девушке, которая только во время медового месяца открыла свое истинное лицо – психопатки, экстремалки и капризной стервы. Он в шоке, но тут на горизонте появляется настоящая Девушка Его Мечты – умница-красавица, веселушка и вообще - само совершенство.;мелодрама,комедия;6.2
Али Дэвис — успешный менеджер спортивных звезд, продвижению по карьере которой постоянно мешают коллеги-мужчины. Получив возможность слышать мысли мужчин, она использует свой талант, чтобы изменить правила игры и заключить контракт с молодым и талантливым баскетболистом.;фэнтези,мелодрама,комедия;6.3
История о 25 годах из жизни семьи Киттеридж: учительницы математики Оливии, её мужа Генри и сына-подростка.;драма;8.1
В обычном городе живет обычная с виду семья Гудманов, которые души не чают в своем домашнем питомце, по кличке Мистер Пиклз. Однако никто из них не знает что собака с девиантным поведением, по ночам проводит сатанинские обряды и всячески терроризирует все живое в окрестности.;мультфильм,ужасы,комедия;7.8
"В недалеком будущем путешествия во времени стали реальностью. Богатые путешественники могут пробудить свои дремлющие инстинкты охотников, заказав доисторические сафари, и поохотиться на настоящих динозавров. Но есть три важных правила, которые нельзя нарушать: ничего не менять в прошлом; не оставлять там ничего; и самое важное — ничего не брать с собой. Малейшее вмешательство может привести к изменению эволюции, и последствия даже трудно представить.";ужасы,фантастика,боевик,триллер,приключения;5.6
Семнадцатилетняя Келли влюбляется в своего учителя Сэма. Она использует всевозможные способы, чтобы привлечь его внимание, но безрезультатно. А когда девушка не получает желаемого, она начинает мстить. Несостоявшаяся любовница обвиняет Сэма в изнасиловании.;триллер,драма,криминал,детектив;7.2
В среду 11-го опасный психопат по кличке Мясник, сбежавший из психбольницы для преступников, убил четырёх подростков. В руках у маньяка также оказался антикварный кинжал, с которым он следующим вечером нападает на затюканную старшеклассницу Милли, но девушке удаётся спастись. На следующий день, в пятницу 13-го, Милли просыпается на заброшенном складе в теле маньяка, а сам Мясник — в уютной девичьей спальне в теле невинной старшеклассницы. Разумеется, он с большим удовольствием пойдёт в школу, а Милли теперь предстоит выяснить, как вернуться в своё тело и при этом не попасться полиции.;ужасы,комедия,фэнтези;6.0
Голубая фея оживила куклу-марионетку, но чтобы стать настоящим человеком, герою надо в добрых делах проявить свою храбрость и честность. И вот длинноносый непоседа и его совестливый друг сверчок Джимини Крикет отправляются навстречу самым невероятным приключениям.;мультфильм,фэнтези,драма,семейный,музыка;7.6
Пережившая нервный срыв руководительница телекомпании Джоанна Эберхарт переезжает вместе с мужем Уолтером в городок Степфорд, штат Коннектикут, чтобы побыть вдали от стрессов большого города. Этот райский уголок на первый взгляд представляется идеальным. Но вскоре Джоанна и ее новая подруга Бобби замечают в кажущейся безмятежности что-то настораживающее. Да и местные домохозяйки ведут себя как-то уж слишком подозрительно: все одинаково приветливые, ухоженные и скучные.;ужасы,фантастика,триллер,комедия;6.6
Дасти Полейполе - скромный трудяга-самолет, работающий сельскохозяйственным распылителем на заштатном провинциальном аэродроме. Однако это не мешает ему мечтать о том, чтобы однажды принять участие в кругосветных гонках самых быстрых самолетов. Одна незадача - Дасти панически боится большой высоты. Поэтому, когда волею случая он все же попадает в число участников отборочного тура воздушных соревнований, ему приходится искать помощи у ветерана военно-морской авиации, отставного истребителя Шкипера. С помощью мудрого наставника Дасти сможет преодолеть свои слабости и бросить вызов надменному чемпиону Рипслингеру, а весь мир будет с замиранием сердца следить за гонкой в небесах!..;мультфильм,комедия,приключения,семейный,спорт;6.6
Уолтер Блэк — успешный бизнесмен, счастливый муж и отец. Одно несчастье — депрессия отравляет все его существование. Полноту и радость жизни Уолтеру возвращает… кукла бобер. Надев ее на руку, Уолтер обретает второе дыхание. Говорящий бобер восстанавливает мир в его отношениях с женой, делает Уолтера кумиром детей и даже берет на себя управление компанией. Родные и близкие в шоке от эксцентричного поведения Уолтера, но он уже и сам не знает, кто главнее - он или бобер.;драма;6.9
После поединка с советским чемпионом Иваном Драго, боксерская карьера Рокки подходит к концу. Здоровье потеряно, да и возраст уже ветеранский. А все заработанные потом и кровью сбережения украдены или потрачены. Так что единственное, что ему остается – это перейти на тренерскую работу.;драма,спорт;6.8
Рядовой аналитик ЦРУ Джек Райан приезжает в Москву, чтобы решить простую задачу: ему нужно проверить операции компании, принадлежащей миллиардеру Виктору Черевину. Но все усложняется, когда Райана пытаются убить. Теперь он вынужден защищаться с оружием в руках, вспоминая армейские навыки и неожиданно для себя оказываясь в роли настоящего спецагента. На помощь Джеку приходят маститый офицер спецслужб Харпер и внезапно оказавшаяся в Москве супруга Кэти. Но облегчит ли это миссию, которую теперь предстоит выполнить Райану, – предотвратить международный заговор, грозящий погрузить весь мир в хаос?;боевик,триллер,драма;5.6
Джим Беннетт – рисковый парень. Днем он – гениальный писатель и отличный преподаватель, ночью – заядлый игрок. Он глубоко увяз в мире, где закон – пустой звук, и однажды ставит на кон все, включая собственную жизнь. Те, кому он должен, опасны, а помочь ему может только тот, кто еще опаснее.;триллер,драма,криминал;6.2
Хакер Лисбет Саландер и журналист Микаэль Блумквист оказываются втянуты в историю с участием шпионов, киберпреступников и коррумпированных чиновников.;боевик,триллер,драма,криминал;6.0
Подразделение полицейских в Балтиморе пытается с помощью специальных средств и мероприятий по прослушиванию и скрытой видеосъемке довести до суда расследование преступлений организованных преступных групп, которые занимаются незаконным распространением наркотиков.;триллер,драма,криминал;8.5
Десятилетняя Салли приезжает к отцу и его девушке, которые реставрируют старинный особняк XIX века. Там жил известный художник, но почти 150 лет назад вслед за малолетним сыном загадочно исчез. Исследуя окрестности, Салли находит потайной подвал, в который из самого дома ведёт скрытая дверь. Несмотря на предупреждения разнорабочего, что это место не для детей, девочка прокрадывается в подвал и снимает решётку с дымохода, тем самым выпуская на волю маленьких злобных существ.;ужасы,фэнтези;5.9
Матильда - очень необычная девочка. Ну посудите сами - умножать в голове огромные числа, двигать взглядом предметы и делать еще много чего сверхъестественного - это что, по-вашему, нормально? Но ее родители равнодушны к ней - их не только не поражают способности Матильды, им даже не интересно, как живет их дочь...;фэнтези,комедия,семейный;7.7
Пенсакола, 2004 год. Два агента ФБР пытаются накрыть сеть торговцев людьми, когда выясняется, что их дело пересекается с многолетним безрезультатным расследованием серийных убийств молодых женщин. И хотя полицейский начальник слышать не хочет об официальном взаимодействии, ФРБ-ровцы объединяют усилия с местным детективом.;триллер,детектив,криминал;5.9
На передовых позициях межгалактической войны Добра и Зла — снова любимые герои: Анакин Скайуокер, Оби-Ван Кеноби и Падме Амидала, а также присоединившийся к ним падаван Анакина, Асока.;мультфильм,фантастика,фэнтези,боевик,приключения,семейный;6.8
Начальник отделения полиции небольшого курортного города, Маттиас Ли Уитлок, расстроенный тем, что от него уходит жена, затевает роман с замужней женщиной Энн Мераи Хэррисон. Вскоре он узнает, что его новая подруга больна раком, а ее муж, по-видимому, хочет получить за смерть жены очень крупную страховку. ;триллер,драма,криминал,детектив;7.3
Джефф - настоящая звезда детских передач, он весел и жизнерадостен, а главное - он способен развеселить любого. Но сказка не может длиться вечно. Его брак трещит по швам, семейная жизнь летит под откос. Как тут улыбаться?;драма,комедия;8.0
Однажды фантазерка Джун обнаруживает, что придуманный ею чудесный Парк развлечений реален. Но его существование под угрозой, и Джун нужен план спасения. Помогут девочке ее новые друзья — волшебные звери Парка.;мультфильм,фэнтези,драма,комедия,приключения,семейный;6.8
История бывшего полицейского Билли Таггерта. 7 лет назад он стрелял в 16-летнего подростка, за что был уволен из полиции. Теперь Таггерт работает частным детективом, которого нанимает мэр, чтобы тот разузнал, не изменяет ли ему жена. Однако расследование адюльтера супруги мэра выливается в настоящий скандал. Человек, с которым жена мэра изменяла мужу, убит, а на поверхность всплывает нехорошая история с недвижимостью.;боевик,триллер,драма,криминал;6.2
В семье талантливого программиста произошла трагедия. После этого в его жизни стали происходить странные вещи. Пытаясь понять происходящее, мужчина вступает в противостояние со своей реальностью, чтобы нарушить цепь пугающих событий.;фантастика,триллер,драма;6.3
Марта застала своего парня за изменой и немного вышла из колеи. И тут она встречает, казалось бы, идеального мужчину. Но её идеал оказывается бывшим киллером, и его прошлое однажды вновь заявляет о себе, причем не самым приятным образом. И едва зародившиеся отношения начинают подвергаться серьёзным испытаниям.;боевик,мелодрама,комедия;6.1
Бывший военный Эдди Дикон уже год не может найти работу, поэтому готов взяться за любую. И Эдди повезло: нашлась должность ночного охранника в торговом центре. И в первую же смену начинаются проблемы.;боевик,триллер,криминал;5.8
Барбара Торсон - особенная, ее уникальный талант - это возможность видеть мир великанов. И этот мир угрожает людям. Барбаре никто не верит, но она единственная, кто может спасти человечество от исчезновения. Она объявляет великанам войну и готовится к главному сражению в своей жизни.;фэнтези,триллер,драма;6.1
Юрист крупной страховой компании по имени Фрэнк находит лазейку, как не платить пострадавшему клиенту 4 млн. долларов. Завтра у него большой день — нужно презентовать находку начальству, что, скорее всего, приведёт к повышению. А сегодня, передумав коротать вечер дома со скучной женой, Фрэнк принимает приглашение друга и отправляется на ночную тусовку. Друзья знакомятся с двумя симпатичными девушками, и вот уже один подозрительного вида тип предлагает Фрэнку особое средство. Наш герой делает роковой выбор и тут же приходит в себя в пустой квартире. Вечеринка кончилась, друзья и бумажник пропали, а через 2 часа у Фрэнка назначена важная встреча. Бросившись домой, он замечает, что со временем происходит что-то очень странное.;фантастика,триллер;6.3
Индюк Реджи вырос на обычной ферме, его жизнь была скучной и однообразной, как и у других птиц. Однако он отличался от сородичей тем, что умел пользоваться смекалкой и понимал, зачем его кормят. Поедание индейки на День Благодарения — знаменитая американская традиция, которая определяет смысл существования всех индюков на этой ферме. Однажды у Реджи появилась возможность кардинально изменить ситуацию: вместе с безумным приятелем Джейком они отправляются в необычное путешествие на машине времени. Основная задача — вернуться во времена, когда зарождалась традиция приготовления индейки на праздник, и изменить ход истории.;мультфильм,фантастика,комедия,приключения,семейный;6.3
Биография самой известной порноактрисы Линды Лавлейс. Чтобы заработать подобную славу, ей нужно было сыграть только в одном фильме — «Глубокая глотка». Всю свою жизнь после этого она посвятила борьбе за права женщин.;драма,биография;6.4
Главный герой картины работает чистильщиком - он убирает… места преступлений. Однажды случилось так, что «чистильщик» убрал место убийства свидетеля, проходящего по делу о взяточничестве в полиции. Теперь герой вынужден сам разгадать загадку, прежде чем признает свое присутствие на месте преступления. Он рискует головой, так как только он знает, что к делу об убийстве причастен полицейский.;триллер,криминал,детектив;6.5
Говард Уэйкфилд, преуспевающий юрист, верный муж, заботливый отец двух дочерей, однажды круто изменил свою жизнь. Это произошло внезапно, когда он подходил к родному роскошному гнездышку в пригороде Нью-Йорка. Погнавшись за наглым енотом, сидевшим у него на пути, Уэйкфилд оказался на чердаке заброшенного гаража, откуда были видны светящиеся окна его гостиной. Накрыт стол, домочадцы ждут отца. «А что будет, если я пропаду? Будут ли плакать любящие крошки? Быстро ли жена найдет мне замену? Помрут ли они с голоду без моих доходов?» – подумал Говард и решил… остаться жить на чердаке.;драма;6.6
Американка Сара отправляется на поиски сестры-близняшки, которая таинственным образом исчезла на японском острове Хонсю. Поиски приводят к подножью горы Фудзи в таинственный  лес, который пользуется дурной славой. Сара заходит в мир призраков, злых и измученных душ, которые охотятся на любого, кто блуждает по их мрачному лесу.;ужасы,триллер,детектив;5.3
Продолжение трилогии наблюдений за мужчиной и женщиной, любящих друг друга на протяжении многих лет.;драма,мелодрама;7.6
Фильм рассказывает о молодой паре и о любви, которая охватывает десятилетия и континенты — от нью-йоркских улиц до испанской деревушки — и всё это оказывается связанным единым событием.;драма,мелодрама;7.6
«Обратная тяга» - это термин профессиональных пожарных. В результате «обратной тяги» погибает отец Брайана и Стивена. В отличие от Стивена, Брайан отказывается от карьеры пожарного, но судьба распоряжается так, что братья оказываются в одном отряде. Отношения между ними натянуты. Вскоре младший покидает команду, чтобы вместе со следователем поймать поджигателя-маньяка...;боевик,триллер,драма,детектив;7.7
Смерть жены стала для Берка Райана не только личной трагедией, но и, как бы кощунственно это ни звучало, удачным бизнесом. Вдовец написал книгу о том, как нужно справляться с потерей близких, и эта книга становится популярной, а вместе с ней и Берк. Не за горами выпуск ДВД и телевидение. Но Берк не негодяй, он искренне хочет помочь людям, и люди ему верят. Теперь Берк путешествует по стране и встречается с читателями, проводит тренинги и презентации. Жизнь вроде бы складывается, рана на сердце залечилась, но одиночество не дает покоя. И вот однажды Берк встречает Элоизу, красивую и независимую женщину. Берк влюбляется. Но если ты влюбился - это не значит, что уже в твоей душе все прекрасно.;драма,мелодрама;6.1
Ланселот, воин без страха и упрека, прибыл в золотой замок Камелот, чтобы служить великому королю Артуру. Им предстоят грозные сражения, доблесть и слава.;боевик,драма,мелодрама,приключения;7.1
Могущественная корпорация ОСР одержима идеей строительства утопического Дельта-Сити на месте Детройта. С этой целью людей массово лишают домов, в городе царит преступность и коррупция. Организовано повстанческое движение, против которого выступает Робокоп и его напарница Льюис, чтобы в последний момент перейти на сторону восставших жителей города. ОСР намерена избавиться от Робокопа. С этой целью из Японии прибывает терминатор-самурай...;фантастика,боевик,триллер,криминал;6.0
Погрязший в бытовых проблемах и страдающий от низкой самооценки, Роджер работает в Нью-Йорке контроллером на платной автостоянке. Чтобы преодолеть свой комплекс неполноценности, он поступает на сверхсекретные курсы, на которых загадочный доктор Пи обучает своих подопечных, помогая им обрести уверенность в себе и в собственных силах.;комедия;6.6
Будучи лучшими подругами ещё с колледжа, Миа и Мел управляют небольшой косметической компанией, которую создали с нуля. Девушки всё делают вместе и даже живут в одном доме. Их бизнес находится на грани разорения, когда подруги получают предложение, от которого невозможно отказаться - титан отрасли Клэр Луна предлагает оплатить их долги в обмен на долю в компании. Мел видит в этом спасение, а Миа, хоть и подозревает неладное, но тоже соглашается, и теперь многолетней дружбе девушек предстоит проверка на прочность.;комедия;6.0
Подросток из пригорода взрослеет, находясь под разрушительным влиянием своего лучшего друга, бросившего колледж.;драма,комедия;7.0
Короли комедии снова в строю. На этот раз объектом пародии стала «форсажная» франшиза и прочие фильмы о гонках, ограблениях и крутых тачках. Шутки еще смешнее, ирония еще жестче, плотность гэгов - еще выше.;комедия;4.7
Бесследно исчезает агент ФБР Эмили Бирн, которая расследует дело одного из самых известных серийных убийц Бостона. Шесть лет спустя её находят в заброшенном доме. Эмили почти ничего не помнит о времени, проведённом в заточении. Героиня ищет разгадку тайны своего похищения и пытается снова соединиться со своей семьей, у которой теперь новая жизнь.;триллер,драма,криминал,детектив;7.4
Рассказ пойдет о студентах, которые влюбились друг в друга. Но судьба их разводит на многие годы, пока драматические события вновь не воссоединяют их сердца.;драма,мелодрама;6.8
Молодой профессор Гарварда Роберт Лэнгдон получает приглашение выступить с лекцией в Капитолии. Незадолго до мероприятия он узнает, что его наставника Питера Соломона похитили. Злоумышленники оставили на месте преступления отсеченную руку Соломона. Чтобы спасти друга и остановить глобальный заговор, профессору религиозной символогии предстоит расшифровать «утраченное слово» масонов.;боевик,триллер,драма,детектив,приключения;6.9
Жена миллиардера узнаёт, что муж вживил ей в мозг высокотехнологичный прибор слежения. Это устройство позволяет отслеживать её местоположение, наблюдать за ней и даже рассказывает о её чувствах. Будучи не в силах больше жить с ним, женщина отправляется в бега.;фантастика,триллер,драма,комедия;6.8
Нелюдимый заросший мужчина по имени Роб уже много лет живет в орегонской глуши. С единственным другом — специально обученной свиньёй — он ищет в лесу трюфели и раз в неделю продает их приезжающему покупателю, молодому городскому хлыщу Амиру. Однажды неизвестные нападают на него, избивают его и похищают свинью. Теперь Робу придётся вспомнить давно забытые социальные навыки и при помощи Амира отправиться в город навестить старых знакомых.;драма,триллер;6.4
Эксцентричный обитатель Нью-Йорка Борис знакомится с наивной хорошенькой, но совершенно невоспитанной девушкой по имени Мелоди, приехавшей покорять Нью-Йорк из провинции. Ей очень подходит его квартира, а ему — она сама. Трудно поверить, но герои пускаются в совершенно невероятные, нереальные романтические приключения. Но тут в нью-йоркскую квартиру подтягиваются родственники с юга.;мелодрама,комедия;7.1
"Конец 1960-х; успешный журналист Уорд расследует дерзкое убийство влиятельного шерифа-расиста в маленьком южном городке. Его цель – освободить несправедливо осуждённого и заодно сделать вместе с коллегой из Лондона сенсационный материал. Журналистам помогает юный разносчик газет Джек — родной брат Уорда, и невероятно сексапильная блондинка Шарлотта: она влюбилась по переписке в того самого заключенного из камеры смертников. Каждому из героев есть что скрывать и чего бояться — но раскалённый воздух Юга пробуждает самые тёмные и горячие желания...";триллер,драма,криминал,детектив;6.0
Начинающая 30-летняя писательница китайского происхождения живёт в Бруклине, но очень привязана к оставшейся на родине бабушке. Внезапно выясняется, что бабушка больна, жить ей осталось недолго, но расстраивать её не хотят и о скорой смерти решают умолчать. А чтобы все члены большой семьи успели попрощаться с умирающей, ей скажут, что все съезжаются на свадьбу внука, который на самом деле жениться не рвётся.;драма;7.2
